,Date String,Tournament,"Score(F,A)",Team Name,Opponent
2970,March 01,Florida Warm Up 2025-Weekend 2,"('4', '13')",Miami,Ave Maria
2971,March 01,Florida Warm Up 2025-Weekend 2,"('13', '3')",Miami,Florida [B]
2972,March 01,Florida Warm Up 2025-Weekend 2,"('10', '11')",Miami,Ave Maria [B]
2973,March 02,Florida Warm Up 2025-Weekend 2,"('13', '4')",Miami,South Florida [B]
2974,March 02,Florida Warm Up 2025-Weekend 2,"('13', '3')",Miami,Florida [B]
2975,March 01,Florida Warm Up 2025-Weekend 2,"('13', '6')",Florida [B],South Florida [B]
2976,March 01,Florida Warm Up 2025-Weekend 2,"('3', '13')",Florida [B],Miami (Florida)
2977,March 01,Florida Warm Up 2025-Weekend 2,"('0', '13')",Florida [B],Ave Maria
2978,March 02,Florida Warm Up 2025-Weekend 2,"('7', '10')",Florida [B],Ave Maria [B]
2979,March 02,Florida Warm Up 2025-Weekend 2,"('3', '13')",Florida [B],Miami (Florida)
2980,March 01,Florida Warm Up 2025-Weekend 2,"('6', '13')",South Florida [B],Florida [B]
2981,March 01,Florida Warm Up 2025-Weekend 2,"('4', '13')",South Florida [B],Ave Maria [B]
2982,March 02,Florida Warm Up 2025-Weekend 2,"('4', '13')",South Florida [B],Miami (Florida)
2983,March 02,Florida Warm Up 2025-Weekend 2,"('0', '13')",South Florida [B],Ave Maria
2984,March 01,Huckin' in the Hills XI,"('8', '6')",Ohio,Drexel
2985,March 01,Huckin' in the Hills XI,"('13', '1')",Ohio,Denison
2986,March 01,Huckin' in the Hills XI,"('13', '6')",Ohio,Penn State-Behrend
2987,March 02,Huckin' in the Hills XI,"('13', '1')",Ohio,Kent State
2988,March 02,Huckin' in the Hills XI,"('11', '12')",Ohio,Butler
2989,March 01,Huckin' in the Hills XI,"('6', '8')",Drexel,Ohio
2990,March 01,Huckin' in the Hills XI,"('8', '3')",Drexel,Penn State-Behrend
2991,March 01,Huckin' in the Hills XI,"('13', '0')",Drexel,Denison
2992,March 02,Huckin' in the Hills XI,"('8', '13')",Drexel,Butler
2993,March 02,Huckin' in the Hills XI,"('8', '9')",Drexel,West Virginia
2994,March 01,Huckin' in the Hills XI,"('13', '1')",Penn State-Behrend,Denison
2995,March 01,Huckin' in the Hills XI,"('3', '8')",Penn State-Behrend,Drexel
2996,March 01,Huckin' in the Hills XI,"('6', '13')",Penn State-Behrend,Ohio
2997,March 02,Huckin' in the Hills XI,"('13', '1')",Penn State-Behrend,Ohio [B]
2998,March 02,Huckin' in the Hills XI,"('6', '8')",Penn State-Behrend,Cleveland State
2999,March 02,Huckin' in the Hills XI,"('11', '7')",Penn State-Behrend,Maryland [B]
3000,March 01,Huckin' in the Hills XI,"('1', '13')",Denison,Penn State-Behrend
3001,March 01,Huckin' in the Hills XI,"('1', '13')",Denison,Ohio
3002,March 01,Huckin' in the Hills XI,"('0', '13')",Denison,Drexel
3003,March 02,Huckin' in the Hills XI,"('5', '10')",Denison,Maryland [B]
3004,March 02,Huckin' in the Hills XI,"('7', '11')",Denison,Ohio [B]
3005,March 01,Huckin' in the Hills XI,"('12', '2')",Akron,Ohio [B]
3006,March 01,Huckin' in the Hills XI,"('8', '2')",Akron,Maryland [B]
3007,March 01,Huckin' in the Hills XI,"('9', '3')",Akron,West Virginia
3008,March 02,Huckin' in the Hills XI,"('4', '13')",Akron,Butler
3009,March 02,Huckin' in the Hills XI,"('11', '10')",Akron,Kent State
3010,March 01,Huckin' in the Hills XI,"('13', '1')",West Virginia,Maryland [B]
3011,March 01,Huckin' in the Hills XI,"('11', '2')",West Virginia,Ohio [B]
3012,March 01,Huckin' in the Hills XI,"('3', '9')",West Virginia,Akron
3013,March 02,Huckin' in the Hills XI,"('8', '11')",West Virginia,Kent State
3014,March 02,Huckin' in the Hills XI,"('9', '8')",West Virginia,Drexel
3015,March 01,Huckin' in the Hills XI,"('1', '13')",Maryland [B],West Virginia
3016,March 01,Huckin' in the Hills XI,"('2', '8')",Maryland [B],Akron
3017,March 01,Huckin' in the Hills XI,"('5', '4')",Maryland [B],Ohio [B]
3018,March 02,Huckin' in the Hills XI,"('10', '5')",Maryland [B],Denison
3019,March 02,Huckin' in the Hills XI,"('7', '11')",Maryland [B],Penn State-Behrend
3020,March 02,Huckin' in the Hills XI,"('7', '9')",Maryland [B],Cleveland State
3021,March 01,Huckin' in the Hills XI,"('2', '12')",Ohio [B],Akron
3022,March 01,Huckin' in the Hills XI,"('2', '11')",Ohio [B],West Virginia
3023,March 01,Huckin' in the Hills XI,"('4', '5')",Ohio [B],Maryland [B]
3024,March 02,Huckin' in the Hills XI,"('1', '13')",Ohio [B],Penn State-Behrend
3025,March 02,Huckin' in the Hills XI,"('11', '7')",Ohio [B],Denison
3026,March 01,Huckin' in the Hills XI,"('13', '1')",Butler,Cleveland State
3027,March 01,Huckin' in the Hills XI,"('13', '1')",Butler,Kent State
3028,March 02,Huckin' in the Hills XI,"('13', '8')",Butler,Drexel
3029,March 02,Huckin' in the Hills XI,"('13', '4')",Butler,Akron
3030,March 02,Huckin' in the Hills XI,"('12', '11')",Butler,Ohio
3031,March 01,Huckin' in the Hills XI,"('5', '4')",Kent State,Cleveland State
3032,March 01,Huckin' in the Hills XI,"('1', '13')",Kent State,Butler
3033,March 02,Huckin' in the Hills XI,"('11', '8')",Kent State,West Virginia
3034,March 02,Huckin' in the Hills XI,"('1', '13')",Kent State,Ohio
3035,March 02,Huckin' in the Hills XI,"('10', '11')",Kent State,Akron
3036,March 01,Huckin' in the Hills XI,"('1', '13')",Cleveland State,Butler
3037,March 01,Huckin' in the Hills XI,"('4', '5')",Cleveland State,Kent State
3038,March 02,Huckin' in the Hills XI,"('8', '6')",Cleveland State,Penn State-Behrend
3039,March 02,Huckin' in the Hills XI,"('9', '7')",Cleveland State,Maryland [B]
3040,March 01,Midwest Throwdown 2025,"('12', '5')",St Olaf,Wisconsin-La Crosse
3041,March 01,Midwest Throwdown 2025,"('10', '3')",St Olaf,Wisconsin [B]
3042,March 01,Midwest Throwdown 2025,"('13', '1')",St Olaf,Carleton College [C]
3043,March 02,Midwest Throwdown 2025,"('13', '2')",St Olaf,Washington University [B]
3044,March 02,Midwest Throwdown 2025,"('9', '10')",St Olaf,Iowa
3045,March 02,Midwest Throwdown 2025,"('9', '6')",St Olaf,Iowa State
3046,March 02,Midwest Throwdown 2025,"('7', '4')",St Olaf,Wisconsin-La Crosse
3047,March 01,Midwest Throwdown 2025,"('5', '12')",Wisconsin-La Crosse,St Olaf
3048,March 01,Midwest Throwdown 2025,"('12', '6')",Wisconsin-La Crosse,Carleton College [C]
3049,March 01,Midwest Throwdown 2025,"('13', '10')",Wisconsin-La Crosse,Wisconsin [B]
3050,March 02,Midwest Throwdown 2025,"('13', '6')",Wisconsin-La Crosse,Wisconsin-Eau Claire
3051,March 02,Midwest Throwdown 2025,"('8', '12')",Wisconsin-La Crosse,Missouri
3052,March 02,Midwest Throwdown 2025,"('10', '9')",Wisconsin-La Crosse,Macalester
3053,March 02,Midwest Throwdown 2025,"('4', '7')",Wisconsin-La Crosse,St Olaf
3054,March 01,Midwest Throwdown 2025,"('9', '6')",Wisconsin [B],Carleton College [C]
3055,March 01,Midwest Throwdown 2025,"('3', '10')",Wisconsin [B],St Olaf
3056,March 01,Midwest Throwdown 2025,"('10', '13')",Wisconsin [B],Wisconsin-La Crosse
3057,March 02,Midwest Throwdown 2025,"('5', '13')",Wisconsin [B],Macalester
3058,March 02,Midwest Throwdown 2025,"('7', '9')",Wisconsin [B],DePaul
3059,March 02,Midwest Throwdown 2025,"('6', '13')",Wisconsin [B],Illinois [B]
3060,March 02,Midwest Throwdown 2025,"('9', '6')",Wisconsin [B],Washington University [B]
3061,March 01,Midwest Throwdown 2025,"('6', '9')",Carleton College-C,Wisconsin [B]
3062,March 01,Midwest Throwdown 2025,"('6', '12')",Carleton College-C,Wisconsin-La Crosse
3063,March 01,Midwest Throwdown 2025,"('1', '13')",Carleton College-C,St Olaf
3064,March 02,Midwest Throwdown 2025,"('11', '4')",Carleton College-C,Wisconsin-Eau Claire [B]
3065,March 02,Midwest Throwdown 2025,"('9', '8')",Carleton College-C,Knox
3066,March 01,Midwest Throwdown 2025,"('13', '3')",Missouri,St John's (Minnesota)
3067,March 01,Midwest Throwdown 2025,"('12', '7')",Missouri,Minnesota [B]
3068,March 01,Midwest Throwdown 2025,"('13', '1')",Missouri,Purdue [B]
3069,March 02,Midwest Throwdown 2025,"('13', '1')",Missouri,Illinois [B]
3070,March 02,Midwest Throwdown 2025,"('12', '8')",Missouri,Wisconsin-La Crosse
3071,March 02,Midwest Throwdown 2025,"('11', '8')",Missouri,Southern Illinois-Edwardsville
3072,March 02,Midwest Throwdown 2025,"('12', '6')",Missouri,Iowa
3073,March 01,Midwest Throwdown 2025,"('13', '2')",Minnesota [B],Purdue [B]
3074,March 01,Midwest Throwdown 2025,"('7', '12')",Minnesota [B],Missouri
3075,March 01,Midwest Throwdown 2025,"('11', '7')",Minnesota [B],St John's (Minnesota)
3076,March 02,Midwest Throwdown 2025,"('8', '10')",Minnesota [B],Iowa
3077,March 02,Midwest Throwdown 2025,"('13', '4')",Minnesota [B],Washington University [B]
3078,March 02,Midwest Throwdown 2025,"('10', '11')",Minnesota [B],Wisconsin-Eau Claire
3079,March 01,Midwest Throwdown 2025,"('3', '13')",St John's,Missouri
3080,March 01,Midwest Throwdown 2025,"('10', '6')",St John's,Purdue [B]
3081,March 01,Midwest Throwdown 2025,"('7', '11')",St John's,Minnesota [B]
3082,March 02,Midwest Throwdown 2025,"('10', '13')",St John's,Iowa State
3083,March 02,Midwest Throwdown 2025,"('12', '10')",St John's,Illinois State
3084,March 01,Midwest Throwdown 2025,"('2', '13')",Purdue [B],Minnesota [B]
3085,March 01,Midwest Throwdown 2025,"('6', '10')",Purdue [B],St John's (Minnesota)
3086,March 01,Midwest Throwdown 2025,"('1', '13')",Purdue [B],Missouri
3087,March 02,Midwest Throwdown 2025,"('13', '2')",Purdue [B],Knox
3088,March 02,Midwest Throwdown 2025,"('10', '3')",Purdue [B],Wisconsin-Eau Claire [B]
3089,March 01,Midwest Throwdown 2025,"('9', '5')",Southern Illinois-Edwardsville,Illinois State
3090,March 01,Midwest Throwdown 2025,"('9', '6')",Southern Illinois-Edwardsville,Iowa
3091,March 01,Midwest Throwdown 2025,"('13', '1')",Southern Illinois-Edwardsville,Wisconsin-Eau Claire [B]
3092,March 02,Midwest Throwdown 2025,"('13', '4')",Southern Illinois-Edwardsville,DePaul
3093,March 02,Midwest Throwdown 2025,"('12', '8')",Southern Illinois-Edwardsville,Macalester
3094,March 02,Midwest Throwdown 2025,"('8', '11')",Southern Illinois-Edwardsville,Missouri
3095,March 02,Midwest Throwdown 2025,"('9', '11')",Southern Illinois-Edwardsville,Marquette
3096,March 01,Midwest Throwdown 2025,"('13', '2')",Iowa,Wisconsin-Eau Claire [B]
3097,March 01,Midwest Throwdown 2025,"('6', '9')",Iowa,Southern Illinois-Edwardsville
3098,March 01,Midwest Throwdown 2025,"('13', '4')",Iowa,Illinois State
3099,March 02,Midwest Throwdown 2025,"('10', '8')",Iowa,Minnesota [B]
3100,March 02,Midwest Throwdown 2025,"('10', '9')",Iowa,St Olaf
3101,March 02,Midwest Throwdown 2025,"('10', '9')",Iowa,Marquette
3102,March 02,Midwest Throwdown 2025,"('6', '12')",Iowa,Missouri
3103,March 01,Midwest Throwdown 2025,"('5', '9')",Illinois State,Southern Illinois-Edwardsville
3104,March 01,Midwest Throwdown 2025,"('10', '3')",Illinois State,Wisconsin-Eau Claire [B]
3105,March 01,Midwest Throwdown 2025,"('4', '13')",Illinois State,Iowa
3106,March 02,Midwest Throwdown 2025,"('5', '13')",Illinois State,Marquette
3107,March 02,Midwest Throwdown 2025,"('10', '12')",Illinois State,St John's (Minnesota)
3108,March 02,Midwest Throwdown 2025,"('12', '8')",Illinois State,Washington University [B]
3109,March 02,Midwest Throwdown 2025,"('12', '7')",Illinois State,Illinois [B]
3110,March 01,Midwest Throwdown 2025,"('2', '13')",Wisconsin-Eau Claire [B],Iowa
3111,March 01,Midwest Throwdown 2025,"('3', '10')",Wisconsin-Eau Claire [B],Illinois State
3112,March 01,Midwest Throwdown 2025,"('1', '13')",Wisconsin-Eau Claire [B],Southern Illinois-Edwardsville
3113,March 02,Midwest Throwdown 2025,"('4', '11')",Wisconsin-Eau Claire [B],Carleton College [C]
3114,March 02,Midwest Throwdown 2025,"('3', '10')",Wisconsin-Eau Claire [B],Purdue [B]
3115,March 01,Midwest Throwdown 2025,"('8', '7')",Marquette,Wisconsin-Eau Claire
3116,March 01,Midwest Throwdown 2025,"('13', '4')",Marquette,DePaul
3117,March 01,Midwest Throwdown 2025,"('13', '4')",Marquette,Knox
3118,March 02,Midwest Throwdown 2025,"('13', '5')",Marquette,Illinois State
3119,March 02,Midwest Throwdown 2025,"('10', '9')",Marquette,Iowa State
3120,March 02,Midwest Throwdown 2025,"('9', '10')",Marquette,Iowa
3121,March 02,Midwest Throwdown 2025,"('11', '9')",Marquette,Southern Illinois-Edwardsville
3122,March 01,Midwest Throwdown 2025,"('7', '8')",Wisconsin-Eau Claire,Marquette
3123,March 01,Midwest Throwdown 2025,"('12', '7')",Wisconsin-Eau Claire,Knox
3124,March 01,Midwest Throwdown 2025,"('10', '5')",Wisconsin-Eau Claire,DePaul
3125,March 02,Midwest Throwdown 2025,"('6', '13')",Wisconsin-Eau Claire,Wisconsin-La Crosse
3126,March 02,Midwest Throwdown 2025,"('12', '5')",Wisconsin-Eau Claire,Illinois [B]
3127,March 02,Midwest Throwdown 2025,"('13', '1')",Wisconsin-Eau Claire,DePaul
3128,March 02,Midwest Throwdown 2025,"('11', '10')",Wisconsin-Eau Claire,Minnesota [B]
3129,March 01,Midwest Throwdown 2025,"('12', '9')",DePaul,Knox
3130,March 01,Midwest Throwdown 2025,"('4', '13')",DePaul,Marquette
3131,March 01,Midwest Throwdown 2025,"('5', '10')",DePaul,Wisconsin-Eau Claire
3132,March 02,Midwest Throwdown 2025,"('4', '13')",DePaul,Southern Illinois-Edwardsville
3133,March 02,Midwest Throwdown 2025,"('9', '7')",DePaul,Wisconsin [B]
3134,March 02,Midwest Throwdown 2025,"('1', '13')",DePaul,Wisconsin-Eau Claire
3135,March 01,Midwest Throwdown 2025,"('9', '12')",Knox,DePaul
3136,March 01,Midwest Throwdown 2025,"('7', '12')",Knox,Wisconsin-Eau Claire
3137,March 01,Midwest Throwdown 2025,"('4', '13')",Knox,Marquette
3138,March 02,Midwest Throwdown 2025,"('2', '13')",Knox,Purdue [B]
3139,March 02,Midwest Throwdown 2025,"('8', '9')",Knox,Carleton College [C]
3140,March 01,Midwest Throwdown 2025,"('13', '10')",Iowa State,Macalester
3141,March 01,Midwest Throwdown 2025,"('13', '3')",Iowa State,Illinois [B]
3142,March 01,Midwest Throwdown 2025,"('13', '2')",Iowa State,Washington University [B]
3143,March 02,Midwest Throwdown 2025,"('13', '10')",Iowa State,St John's (Minnesota)
3144,March 02,Midwest Throwdown 2025,"('9', '10')",Iowa State,Marquette
3145,March 02,Midwest Throwdown 2025,"('6', '9')",Iowa State,St Olaf
3146,March 02,Midwest Throwdown 2025,"('11', '5')",Iowa State,Macalester
3147,March 01,Midwest Throwdown 2025,"('10', '13')",Macalester,Iowa State
3148,March 01,Midwest Throwdown 2025,"('13', '6')",Macalester,Washington University [B]
3149,March 01,Midwest Throwdown 2025,"('10', '3')",Macalester,Illinois [B]
3150,March 02,Midwest Throwdown 2025,"('13', '5')",Macalester,Wisconsin [B]
3151,March 02,Midwest Throwdown 2025,"('8', '12')",Macalester,Southern Illinois-Edwardsville
3152,March 02,Midwest Throwdown 2025,"('9', '10')",Macalester,Wisconsin-La Crosse
3153,March 02,Midwest Throwdown 2025,"('5', '11')",Macalester,Iowa State
3154,March 01,Midwest Throwdown 2025,"('12', '7')",Illinois [B],Washington University [B]
3155,March 01,Midwest Throwdown 2025,"('3', '13')",Illinois [B],Iowa State
3156,March 01,Midwest Throwdown 2025,"('3', '10')",Illinois [B],Macalester
3157,March 02,Midwest Throwdown 2025,"('1', '13')",Illinois [B],Missouri
3158,March 02,Midwest Throwdown 2025,"('5', '12')",Illinois [B],Wisconsin-Eau Claire
3159,March 02,Midwest Throwdown 2025,"('13', '6')",Illinois [B],Wisconsin [B]
3160,March 02,Midwest Throwdown 2025,"('7', '12')",Illinois [B],Illinois State
3161,March 01,Midwest Throwdown 2025,"('7', '12')",Washington University [B],Illinois [B]
3162,March 01,Midwest Throwdown 2025,"('6', '13')",Washington University [B],Macalester
3163,March 01,Midwest Throwdown 2025,"('2', '13')",Washington University [B],Iowa State
3164,March 02,Midwest Throwdown 2025,"('2', '13')",Washington University [B],St Olaf
3165,March 02,Midwest Throwdown 2025,"('4', '13')",Washington University [B],Minnesota [B]
3166,March 02,Midwest Throwdown 2025,"('8', '12')",Washington University [B],Illinois State
3167,March 02,Midwest Throwdown 2025,"('6', '9')",Washington University [B],Wisconsin [B]
3168,March 01,PLU BBQ (men),"('13', '4')",Parkland - PLU Alumni,Oregon State [B]
3169,March 01,PLU BBQ (men),"('13', '2')",Parkland - PLU Alumni,Gonzaga
3170,March 01,PLU BBQ (men),"('11', '13')",Parkland - PLU Alumni,Oregon [B]
3171,March 02,PLU BBQ (men),"('15', '8')",Parkland - PLU Alumni,Whitworth
3172,March 02,PLU BBQ (men),"('15', '5')",Parkland - PLU Alumni,Oregon [B]
3173,March 02,PLU BBQ (men),"('15', '14')",Parkland - PLU Alumni,Gonzaga
3174,March 01,PLU BBQ (men),"('13', '11')",Gonzaga,Oregon [B]
3175,March 01,PLU BBQ (men),"('2', '13')",Gonzaga,Parkland - PLU Alumni
3176,March 01,PLU BBQ (men),"('13', '8')",Gonzaga,Oregon State [B]
3177,March 02,PLU BBQ (men),"('15', '10')",Gonzaga,Portland
3178,March 02,PLU BBQ (men),"('15', '8')",Gonzaga,Oregon State [B]
3179,March 02,PLU BBQ (men),"('14', '15')",Gonzaga,Parkland - PLU Alumni
3180,March 01,PLU BBQ (men),"('4', '13')",Oregon State [B],Parkland - PLU Alumni
3181,March 01,PLU BBQ (men),"('8', '13')",Oregon State [B],Gonzaga
3182,March 01,PLU BBQ (men),"('13', '12')",Oregon State [B],Oregon [B]
3183,March 02,PLU BBQ (men),"('15', '9')",Oregon State [B],Reed
3184,March 02,PLU BBQ (men),"('8', '15')",Oregon State [B],Gonzaga
3185,March 01,PLU BBQ (men),"('11', '13')",Oregon [B],Gonzaga
3186,March 01,PLU BBQ (men),"('13', '11')",Oregon [B],Parkland - PLU Alumni
3187,March 01,PLU BBQ (men),"('12', '13')",Oregon [B],Oregon State [B]
3188,March 02,PLU BBQ (men),"('15', '14')",Oregon [B],Seattle
3189,March 02,PLU BBQ (men),"('5', '15')",Oregon [B],Parkland - PLU Alumni
3190,March 02,PLU BBQ (men),"('15', '9')",Oregon [B],Whitworth
3191,March 01,PLU BBQ (men),"('13', '11')",Seattle,Willamette
3192,March 01,PLU BBQ (men),"('13', '7')",Seattle,Washington State
3193,March 01,PLU BBQ (men),"('13', '6')",Seattle,Whitworth
3194,March 02,PLU BBQ (men),"('14', '15')",Seattle,Oregon [B]
3195,March 02,PLU BBQ (men),"('10', '15')",Seattle,Portland
3196,March 01,PLU BBQ (men),"('13', '7')",Whitworth,Washington State
3197,March 01,PLU BBQ (men),"('12', '11')",Whitworth,Willamette
3198,March 01,PLU BBQ (men),"('6', '13')",Whitworth,Seattle
3199,March 02,PLU BBQ (men),"('8', '15')",Whitworth,Parkland - PLU Alumni
3200,March 02,PLU BBQ (men),"('13', '15')",Whitworth,Reed
3201,March 02,PLU BBQ (men),"('9', '15')",Whitworth,Oregon [B]
3202,March 01,PLU BBQ (men),"('7', '13')",Washington State,Whitworth
3203,March 01,PLU BBQ (men),"('7', '13')",Washington State,Seattle
3204,March 01,PLU BBQ (men),"('13', '8')",Washington State,Willamette
3205,March 02,PLU BBQ (men),"('7', '15')",Washington State,Pacific Lutheran
3206,March 02,PLU BBQ (men),"('8', '9')",Washington State,Portland State
3207,March 01,PLU BBQ (men),"('11', '13')",Willamette,Seattle
3208,March 01,PLU BBQ (men),"('11', '12')",Willamette,Whitworth
3209,March 01,PLU BBQ (men),"('8', '13')",Willamette,Washington State
3210,March 02,PLU BBQ (men),"('13', '9')",Willamette,Portland State
