,Date String,Tournament,"Score(F,A)",Team Name,Opponent
4578,February 02,Big D in Little D 2025,"('15', '1')",North Texas,Trinity
4579,February 02,Big D in Little D 2025,"('15', '10')",North Texas,Baylor
4580,February 01,Big D in Little D 2025,"('9', '8')",Texas Tech,Trinity
4581,February 01,Big D in Little D 2025,"('4', '11')",Texas Tech,North Texas
4582,February 01,Big D in Little D 2025,"('9', '7')",Texas Tech,Oklahoma
4583,February 01,Big D in Little D 2025,"('9', '5')",Texas Tech,Stephen F Austin
4584,February 02,Big D in Little D 2025,"('10', '9')",Texas Tech,Texas-San Antonio
4585,February 02,Big D in Little D 2025,"('11', '13')",Texas Tech,Baylor
4586,February 02,Big D in Little D 2025,"('6', '7')",Texas Tech,Trinity
4587,February 01,Big D in Little D 2025,"('8', '9')",Trinity,Texas Tech
4588,February 01,Big D in Little D 2025,"('11', '5')",Trinity,Stephen F Austin
4589,February 01,Big D in Little D 2025,"('7', '11')",Trinity,North Texas
4590,February 01,Big D in Little D 2025,"('7', '6')",Trinity,Oklahoma
4591,February 02,Big D in Little D 2025,"('12', '11')",Trinity,Texas State
4592,February 02,Big D in Little D 2025,"('1', '15')",Trinity,North Texas
4593,February 02,Big D in Little D 2025,"('7', '6')",Trinity,Texas Tech
4594,February 01,Big D in Little D 2025,"('5', '11')",Oklahoma,North Texas
4595,February 01,Big D in Little D 2025,"('11', '5')",Oklahoma,Stephen F Austin
4596,February 01,Big D in Little D 2025,"('7', '9')",Oklahoma,Texas Tech
4597,February 01,Big D in Little D 2025,"('6', '7')",Oklahoma,Trinity
4598,February 02,Big D in Little D 2025,"('15', '4')",Oklahoma,Stephen F Austin
4599,February 02,Big D in Little D 2025,"('12', '7')",Oklahoma,Rice
4600,February 01,Big D in Little D 2025,"('5', '11')",Stephen F Austin,Trinity
4601,February 01,Big D in Little D 2025,"('5', '11')",Stephen F Austin,Oklahoma
4602,February 01,Big D in Little D 2025,"('1', '11')",Stephen F Austin,North Texas
4603,February 01,Big D in Little D 2025,"('5', '9')",Stephen F Austin,Texas Tech
4604,February 02,Big D in Little D 2025,"('4', '15')",Stephen F Austin,Oklahoma
4605,February 02,Big D in Little D 2025,"('1', '15')",Stephen F Austin,Rice
4606,February 01,Big D in Little D 2025,"('15', '7')",Baylor,Texas-San Antonio
4607,February 01,Big D in Little D 2025,"('15', '8')",Baylor,Rice
4608,February 01,Big D in Little D 2025,"('14', '5')",Baylor,Texas State
4609,February 02,Big D in Little D 2025,"('13', '11')",Baylor,Texas Tech
4610,February 02,Big D in Little D 2025,"('10', '15')",Baylor,North Texas
4611,February 01,Big D in Little D 2025,"('15', '8')",Texas State,Rice
4612,February 01,Big D in Little D 2025,"('15', '12')",Texas State,Texas-San Antonio
4613,February 01,Big D in Little D 2025,"('5', '14')",Texas State,Baylor
4614,February 02,Big D in Little D 2025,"('11', '12')",Texas State,Trinity
4615,February 02,Big D in Little D 2025,"('11', '9')",Texas State,Texas-San Antonio
4616,February 01,Big D in Little D 2025,"('7', '15')",Texas-San Antonio,Baylor
4617,February 01,Big D in Little D 2025,"('12', '15')",Texas-San Antonio,Texas State
4618,February 01,Big D in Little D 2025,"('14', '4')",Texas-San Antonio,Rice
4619,February 02,Big D in Little D 2025,"('9', '10')",Texas-San Antonio,Texas Tech
4620,February 02,Big D in Little D 2025,"('9', '11')",Texas-San Antonio,Texas State
4621,February 01,Big D in Little D 2025,"('8', '15')",Rice,Texas State
4622,February 01,Big D in Little D 2025,"('8', '15')",Rice,Baylor
4623,February 01,Big D in Little D 2025,"('4', '14')",Rice,Texas-San Antonio
4624,February 02,Big D in Little D 2025,"('15', '1')",Rice,Stephen F Austin
4625,February 02,Big D in Little D 2025,"('7', '12')",Rice,Oklahoma
4626,January 31,Carolina Kickoff (mens) 2025,"('13', '7')",North Carolina,Duke
4627,February 01,Carolina Kickoff (mens) 2025,"('13', '2')",North Carolina,Maryland
4628,February 01,Carolina Kickoff (mens) 2025,"('13', '8')",North Carolina,Case Western Reserve
4629,February 02,Carolina Kickoff (mens) 2025,"('14', '15')",North Carolina,Georgia Tech
4630,February 02,Carolina Kickoff (mens) 2025,"('15', '7')",North Carolina,North Carolina-Wilmington
4631,February 02,Carolina Kickoff (mens) 2025,"('15', '8')",North Carolina,Virginia
4632,February 01,Carolina Kickoff (mens) 2025,"('13', '10')",Maryland,Case Western Reserve
4633,February 01,Carolina Kickoff (mens) 2025,"('13', '8')",Maryland,Duke
4634,February 01,Carolina Kickoff (mens) 2025,"('2', '13')",Maryland,North Carolina
4635,February 02,Carolina Kickoff (mens) 2025,"('15', '13')",Maryland,Virginia
4636,February 02,Carolina Kickoff (mens) 2025,"('11', '14')",Maryland,South Carolina
4637,February 02,Carolina Kickoff (mens) 2025,"('13', '12')",Maryland,North Carolina State
4638,January 31,Carolina Kickoff (mens) 2025,"('7', '13')",Duke,North Carolina
4639,February 01,Carolina Kickoff (mens) 2025,"('13', '11')",Duke,Case Western Reserve
4640,February 01,Carolina Kickoff (mens) 2025,"('8', '13')",Duke,Maryland
4641,February 02,Carolina Kickoff (mens) 2025,"('13', '11')",Duke,Georgetown
4642,February 02,Carolina Kickoff (mens) 2025,"('12', '11')",Duke,Temple
4643,February 02,Carolina Kickoff (mens) 2025,"('10', '13')",Duke,Case Western Reserve
4644,February 01,Carolina Kickoff (mens) 2025,"('10', '13')",Case Western Reserve,Maryland
4645,February 01,Carolina Kickoff (mens) 2025,"('11', '13')",Case Western Reserve,Duke
4646,February 01,Carolina Kickoff (mens) 2025,"('8', '13')",Case Western Reserve,North Carolina
4647,February 02,Carolina Kickoff (mens) 2025,"('13', '10')",Case Western Reserve,Elon
4648,February 02,Carolina Kickoff (mens) 2025,"('15', '12')",Case Western Reserve,Carleton College-CHOP
4649,February 02,Carolina Kickoff (mens) 2025,"('13', '10')",Case Western Reserve,Duke
4650,February 01,Carolina Kickoff (mens) 2025,"('13', '10')",Virginia,Georgia Tech
4651,February 01,Carolina Kickoff (mens) 2025,"('13', '12')",Virginia,Elon
4652,February 01,Carolina Kickoff (mens) 2025,"('13', '12')",Virginia,Georgetown
4653,February 02,Carolina Kickoff (mens) 2025,"('13', '15')",Virginia,Maryland
4654,February 02,Carolina Kickoff (mens) 2025,"('12', '10')",Virginia,North Carolina-Charlotte
4655,February 02,Carolina Kickoff (mens) 2025,"('8', '15')",Virginia,North Carolina
4656,February 01,Carolina Kickoff (mens) 2025,"('10', '13')",Georgia Tech,Virginia
4657,February 01,Carolina Kickoff (mens) 2025,"('12', '7')",Georgia Tech,Georgetown
4658,February 01,Carolina Kickoff (mens) 2025,"('13', '9')",Georgia Tech,Elon
4659,February 02,Carolina Kickoff (mens) 2025,"('15', '14')",Georgia Tech,North Carolina
4660,February 02,Carolina Kickoff (mens) 2025,"('15', '13')",Georgia Tech,North Carolina State
4661,February 02,Carolina Kickoff (mens) 2025,"('15', '11')",Georgia Tech,South Carolina
4662,February 01,Carolina Kickoff (mens) 2025,"('13', '10')",Elon,Georgetown
4663,February 01,Carolina Kickoff (mens) 2025,"('12', '13')",Elon,Virginia
4664,February 01,Carolina Kickoff (mens) 2025,"('9', '13')",Elon,Georgia Tech
4665,February 02,Carolina Kickoff (mens) 2025,"('10', '13')",Elon,Case Western Reserve
4666,February 02,Carolina Kickoff (mens) 2025,"('13', '8')",Elon,Ohio State
4667,February 02,Carolina Kickoff (mens) 2025,"('14', '11')",Elon,Georgetown
4668,February 01,Carolina Kickoff (mens) 2025,"('10', '13')",Georgetown,Elon
4669,February 01,Carolina Kickoff (mens) 2025,"('7', '12')",Georgetown,Georgia Tech
4670,February 01,Carolina Kickoff (mens) 2025,"('12', '13')",Georgetown,Virginia
4671,February 02,Carolina Kickoff (mens) 2025,"('11', '13')",Georgetown,Duke
4672,February 02,Carolina Kickoff (mens) 2025,"('13', '11')",Georgetown,Appalachian State
4673,February 02,Carolina Kickoff (mens) 2025,"('11', '14')",Georgetown,Elon
4674,February 01,Carolina Kickoff (mens) 2025,"('13', '10')",South Carolina,Ohio State
4675,February 01,Carolina Kickoff (mens) 2025,"('13', '10')",South Carolina,North Carolina-Wilmington
4676,February 01,Carolina Kickoff (mens) 2025,"('13', '10')",South Carolina,Appalachian State
4677,February 02,Carolina Kickoff (mens) 2025,"('15', '12')",South Carolina,North Carolina-Charlotte
4678,February 02,Carolina Kickoff (mens) 2025,"('14', '11')",South Carolina,Maryland
4679,February 02,Carolina Kickoff (mens) 2025,"('11', '15')",South Carolina,Georgia Tech
4680,February 01,Carolina Kickoff (mens) 2025,"('13', '7')",North Carolina-Wilmington,Appalachian State
4681,February 01,Carolina Kickoff (mens) 2025,"('13', '8')",North Carolina-Wilmington,Ohio State
4682,February 01,Carolina Kickoff (mens) 2025,"('10', '13')",North Carolina-Wilmington,South Carolina
4683,February 02,Carolina Kickoff (mens) 2025,"('12', '14')",North Carolina-Wilmington,North Carolina State
4684,February 02,Carolina Kickoff (mens) 2025,"('7', '15')",North Carolina-Wilmington,North Carolina
4685,February 02,Carolina Kickoff (mens) 2025,"('14', '8')",North Carolina-Wilmington,North Carolina-Charlotte
4686,February 01,Carolina Kickoff (mens) 2025,"('13', '10')",Ohio State,Appalachian State
4687,February 01,Carolina Kickoff (mens) 2025,"('10', '13')",Ohio State,South Carolina
4688,February 01,Carolina Kickoff (mens) 2025,"('8', '13')",Ohio State,North Carolina-Wilmington
4689,February 02,Carolina Kickoff (mens) 2025,"('12', '15')",Ohio State,Temple
4690,February 02,Carolina Kickoff (mens) 2025,"('8', '13')",Ohio State,Elon
4691,February 02,Carolina Kickoff (mens) 2025,"('13', '8')",Ohio State,Appalachian State
4692,February 01,Carolina Kickoff (mens) 2025,"('10', '13')",Appalachian State,Ohio State
4693,February 01,Carolina Kickoff (mens) 2025,"('7', '13')",Appalachian State,North Carolina-Wilmington
4694,February 01,Carolina Kickoff (mens) 2025,"('10', '13')",Appalachian State,South Carolina
4695,February 02,Carolina Kickoff (mens) 2025,"('7', '15')",Appalachian State,Carleton College-CHOP
4696,February 02,Carolina Kickoff (mens) 2025,"('11', '13')",Appalachian State,Georgetown
4697,February 02,Carolina Kickoff (mens) 2025,"('8', '13')",Appalachian State,Ohio State
4698,February 01,Carolina Kickoff (mens) 2025,"('13', '9')",North Carolina State,Temple
4699,February 01,Carolina Kickoff (mens) 2025,"('13', '11')",North Carolina State,Carleton College-CHOP
4700,February 01,Carolina Kickoff (mens) 2025,"('13', '11')",North Carolina State,North Carolina-Charlotte
4701,February 02,Carolina Kickoff (mens) 2025,"('14', '12')",North Carolina State,North Carolina-Wilmington
4702,February 02,Carolina Kickoff (mens) 2025,"('13', '15')",North Carolina State,Georgia Tech
4703,February 02,Carolina Kickoff (mens) 2025,"('12', '13')",North Carolina State,Maryland
4704,February 01,Carolina Kickoff (mens) 2025,"('13', '11')",North Carolina-Charlotte,Carleton College-CHOP
4705,February 01,Carolina Kickoff (mens) 2025,"('13', '8')",North Carolina-Charlotte,Temple
4706,February 01,Carolina Kickoff (mens) 2025,"('11', '13')",North Carolina-Charlotte,North Carolina State
4707,February 02,Carolina Kickoff (mens) 2025,"('12', '15')",North Carolina-Charlotte,South Carolina
4708,February 02,Carolina Kickoff (mens) 2025,"('10', '12')",North Carolina-Charlotte,Virginia
4709,February 02,Carolina Kickoff (mens) 2025,"('8', '14')",North Carolina-Charlotte,North Carolina-Wilmington
4710,February 01,Carolina Kickoff (mens) 2025,"('11', '13')",Carleton College-CHOP,North Carolina-Charlotte
4711,February 01,Carolina Kickoff (mens) 2025,"('11', '13')",Carleton College-CHOP,North Carolina State
4712,February 01,Carolina Kickoff (mens) 2025,"('13', '9')",Carleton College-CHOP,Temple
4713,February 02,Carolina Kickoff (mens) 2025,"('15', '7')",Carleton College-CHOP,Appalachian State
4714,February 02,Carolina Kickoff (mens) 2025,"('12', '15')",Carleton College-CHOP,Case Western Reserve
4715,February 02,Carolina Kickoff (mens) 2025,"('15', '10')",Carleton College-CHOP,Temple
4716,February 01,Carolina Kickoff (mens) 2025,"('9', '13')",Temple,North Carolina State
4717,February 01,Carolina Kickoff (mens) 2025,"('8', '13')",Temple,North Carolina-Charlotte
4718,February 01,Carolina Kickoff (mens) 2025,"('9', '13')",Temple,Carleton College-CHOP
4719,February 02,Carolina Kickoff (mens) 2025,"('15', '12')",Temple,Ohio State
4720,February 02,Carolina Kickoff (mens) 2025,"('11', '12')",Temple,Duke
4721,February 02,Carolina Kickoff (mens) 2025,"('10', '15')",Temple,Carleton College-CHOP
4722,January 25,Mid-Atlantic Warm Up 2025,"('13', '7')",Michigan State,Virginia Commonwealth
4723,January 25,Mid-Atlantic Warm Up 2025,"('13', '3')",Michigan State,RIT
4724,January 25,Mid-Atlantic Warm Up 2025,"('13', '5')",Michigan State,Richmond
4725,January 25,Mid-Atlantic Warm Up 2025,"('12', '5')",Michigan State,Boston University
4726,January 26,Mid-Atlantic Warm Up 2025,"('14', '10')",Michigan State,Vermont [B]
4727,January 26,Mid-Atlantic Warm Up 2025,"('9', '11')",Michigan State,James Madison
4728,January 25,Mid-Atlantic Warm Up 2025,"('13', '5')",Richmond,RIT
4729,January 25,Mid-Atlantic Warm Up 2025,"('13', '8')",Richmond,Boston University
4730,January 25,Mid-Atlantic Warm Up 2025,"('13', '4')",Richmond,Virginia Commonwealth
4731,January 25,Mid-Atlantic Warm Up 2025,"('5', '13')",Richmond,Michigan State
4732,January 26,Mid-Atlantic Warm Up 2025,"('11', '10')",Richmond,George Mason
4733,January 26,Mid-Atlantic Warm Up 2025,"('8', '13')",Richmond,William & Mary
4734,January 26,Mid-Atlantic Warm Up 2025,"('11', '10')",Richmond,Dartmouth
4735,January 26,Mid-Atlantic Warm Up 2025,"('10', '12')",Richmond,Cincinnati
4736,January 25,Mid-Atlantic Warm Up 2025,"('5', '13')",RIT,Richmond
4737,January 25,Mid-Atlantic Warm Up 2025,"('3', '13')",RIT,Michigan State
4738,January 25,Mid-Atlantic Warm Up 2025,"('11', '7')",RIT,Boston University
4739,January 25,Mid-Atlantic Warm Up 2025,"('10', '3')",RIT,Virginia Commonwealth
4740,January 26,Mid-Atlantic Warm Up 2025,"('4', '15')",RIT,Dartmouth
4741,January 26,Mid-Atlantic Warm Up 2025,"('13', '10')",RIT,Christopher Newport
4742,January 26,Mid-Atlantic Warm Up 2025,"('8', '11')",RIT,Yale
4743,January 25,Mid-Atlantic Warm Up 2025,"('8', '13')",Boston University,Richmond
4744,January 25,Mid-Atlantic Warm Up 2025,"('7', '11')",Boston University,RIT
4745,January 25,Mid-Atlantic Warm Up 2025,"('11', '4')",Boston University,Virginia Commonwealth
4746,January 25,Mid-Atlantic Warm Up 2025,"('5', '12')",Boston University,Michigan State
4747,January 26,Mid-Atlantic Warm Up 2025,"('15', '4')",Boston University,Johns Hopkins
4748,January 26,Mid-Atlantic Warm Up 2025,"('13', '10')",Boston University,East Carolina
4749,January 26,Mid-Atlantic Warm Up 2025,"('15', '4')",Boston University,Pennsylvania
4750,January 25,Mid-Atlantic Warm Up 2025,"('7', '13')",Virginia Commonwealth,Michigan State
4751,January 25,Mid-Atlantic Warm Up 2025,"('4', '13')",Virginia Commonwealth,Richmond
4752,January 25,Mid-Atlantic Warm Up 2025,"('4', '11')",Virginia Commonwealth,Boston University
4753,January 25,Mid-Atlantic Warm Up 2025,"('3', '10')",Virginia Commonwealth,RIT
4754,January 26,Mid-Atlantic Warm Up 2025,"('6', '12')",Virginia Commonwealth,American
4755,January 25,Mid-Atlantic Warm Up 2025,"('13', '7')",William & Mary,Christopher Newport
4756,January 25,Mid-Atlantic Warm Up 2025,"('13', '7')",William & Mary,Vermont [B]
4757,January 25,Mid-Atlantic Warm Up 2025,"('13', '0')",William & Mary,Navy
4758,January 25,Mid-Atlantic Warm Up 2025,"('13', '3')",William & Mary,Pennsylvania
4759,January 26,Mid-Atlantic Warm Up 2025,"('13', '8')",William & Mary,Richmond
4760,January 26,Mid-Atlantic Warm Up 2025,"('15', '9')",William & Mary,Carnegie Mellon
4761,January 26,Mid-Atlantic Warm Up 2025,"('14', '9')",William & Mary,James Madison
4762,January 25,Mid-Atlantic Warm Up 2025,"('13', '2')",Vermont [B],Navy
4763,January 25,Mid-Atlantic Warm Up 2025,"('7', '13')",Vermont [B],William & Mary
4764,January 25,Mid-Atlantic Warm Up 2025,"('12', '7')",Vermont [B],Pennsylvania
4765,January 25,Mid-Atlantic Warm Up 2025,"('13', '1')",Vermont [B],Christopher Newport
4766,January 26,Mid-Atlantic Warm Up 2025,"('14', '8')",Vermont [B],Yale
4767,January 26,Mid-Atlantic Warm Up 2025,"('10', '14')",Vermont [B],Michigan State
4768,January 26,Mid-Atlantic Warm Up 2025,"('10', '14')",Vermont [B],Cincinnati
4769,January 26,Mid-Atlantic Warm Up 2025,"('10', '13')",Vermont [B],Dartmouth
4770,January 25,Mid-Atlantic Warm Up 2025,"('7', '13')",Christopher Newport,William & Mary
4771,January 25,Mid-Atlantic Warm Up 2025,"('13', '6')",Christopher Newport,Navy
4772,January 25,Mid-Atlantic Warm Up 2025,"('13', '8')",Christopher Newport,Pennsylvania
4773,January 25,Mid-Atlantic Warm Up 2025,"('1', '13')",Christopher Newport,Vermont [B]
4774,January 26,Mid-Atlantic Warm Up 2025,"('8', '14')",Christopher Newport,James Madison
4775,January 26,Mid-Atlantic Warm Up 2025,"('10', '13')",Christopher Newport,RIT
4776,January 26,Mid-Atlantic Warm Up 2025,"('7', '13')",Christopher Newport,George Mason
4777,January 25,Mid-Atlantic Warm Up 2025,"('13', '4')",Pennsylvania,Navy
4778,January 25,Mid-Atlantic Warm Up 2025,"('7', '12')",Pennsylvania,Vermont [B]
4779,January 25,Mid-Atlantic Warm Up 2025,"('8', '13')",Pennsylvania,Christopher Newport
4780,January 25,Mid-Atlantic Warm Up 2025,"('3', '13')",Pennsylvania,William & Mary
4781,January 26,Mid-Atlantic Warm Up 2025,"('4', '11')",Pennsylvania,Johns Hopkins
4782,January 26,Mid-Atlantic Warm Up 2025,"('13', '8')",Pennsylvania,East Carolina
4783,January 26,Mid-Atlantic Warm Up 2025,"('4', '15')",Pennsylvania,Boston University
4784,January 25,Mid-Atlantic Warm Up 2025,"('2', '13')",Navy,Vermont [B]
4785,January 25,Mid-Atlantic Warm Up 2025,"('4', '13')",Navy,Pennsylvania
4786,January 25,Mid-Atlantic Warm Up 2025,"('6', '13')",Navy,Christopher Newport
4787,January 25,Mid-Atlantic Warm Up 2025,"('0', '13')",Navy,William & Mary
4788,January 26,Mid-Atlantic Warm Up 2025,"('4', '15')",Navy,East Carolina
4789,January 25,Mid-Atlantic Warm Up 2025,"('9', '7')",Carnegie Mellon,East Carolina
4790,January 25,Mid-Atlantic Warm Up 2025,"('12', '9')",Carnegie Mellon,Yale
4791,January 25,Mid-Atlantic Warm Up 2025,"('12', '6')",Carnegie Mellon,American
4792,January 25,Mid-Atlantic Warm Up 2025,"('9', '11')",Carnegie Mellon,James Madison
4793,January 26,Mid-Atlantic Warm Up 2025,"('14', '13')",Carnegie Mellon,Dartmouth
4794,January 26,Mid-Atlantic Warm Up 2025,"('9', '15')",Carnegie Mellon,William & Mary
4795,January 25,Mid-Atlantic Warm Up 2025,"('11', '6')",James Madison,American
4796,January 25,Mid-Atlantic Warm Up 2025,"('8', '10')",James Madison,Yale
4797,January 25,Mid-Atlantic Warm Up 2025,"('11', '6')",James Madison,East Carolina
4798,January 25,Mid-Atlantic Warm Up 2025,"('11', '9')",James Madison,Carnegie Mellon
4799,January 26,Mid-Atlantic Warm Up 2025,"('14', '8')",James Madison,Christopher Newport
4800,January 26,Mid-Atlantic Warm Up 2025,"('11', '9')",James Madison,Cincinnati
4801,January 26,Mid-Atlantic Warm Up 2025,"('11', '9')",James Madison,Michigan State
4802,January 26,Mid-Atlantic Warm Up 2025,"('9', '14')",James Madison,William & Mary
4803,January 25,Mid-Atlantic Warm Up 2025,"('13', '7')",Yale,East Carolina
4804,January 25,Mid-Atlantic Warm Up 2025,"('10', '8')",Yale,James Madison
4805,January 25,Mid-Atlantic Warm Up 2025,"('9', '12')",Yale,Carnegie Mellon
4806,January 25,Mid-Atlantic Warm Up 2025,"('12', '8')",Yale,American
4807,January 26,Mid-Atlantic Warm Up 2025,"('8', '14')",Yale,Vermont [B]
4808,January 26,Mid-Atlantic Warm Up 2025,"('14', '8')",Yale,George Mason
4809,January 26,Mid-Atlantic Warm Up 2025,"('11', '8')",Yale,RIT
4810,January 25,Mid-Atlantic Warm Up 2025,"('7', '13')",East Carolina,Yale
4811,January 25,Mid-Atlantic Warm Up 2025,"('7', '9')",East Carolina,Carnegie Mellon
4812,January 25,Mid-Atlantic Warm Up 2025,"('10', '9')",East Carolina,American
4813,January 25,Mid-Atlantic Warm Up 2025,"('6', '11')",East Carolina,James Madison
4814,January 26,Mid-Atlantic Warm Up 2025,"('15', '4')",East Carolina,Navy
4815,January 26,Mid-Atlantic Warm Up 2025,"('10', '13')",East Carolina,Boston University
4816,January 26,Mid-Atlantic Warm Up 2025,"('8', '13')",East Carolina,Pennsylvania
4817,January 25,Mid-Atlantic Warm Up 2025,"('6', '11')",American,James Madison
4818,January 25,Mid-Atlantic Warm Up 2025,"('9', '10')",American,East Carolina
4819,January 25,Mid-Atlantic Warm Up 2025,"('6', '12')",American,Carnegie Mellon
4820,January 25,Mid-Atlantic Warm Up 2025,"('8', '12')",American,Yale
4821,January 26,Mid-Atlantic Warm Up 2025,"('12', '6')",American,Virginia Commonwealth
4822,January 26,Mid-Atlantic Warm Up 2025,"('8', '10')",American,Johns Hopkins
4823,January 25,Mid-Atlantic Warm Up 2025,"('12', '11')",Cincinnati,George Mason
4824,January 25,Mid-Atlantic Warm Up 2025,"('13', '2')",Cincinnati,Johns Hopkins
4825,January 25,Mid-Atlantic Warm Up 2025,"('11', '10')",Cincinnati,Dartmouth
4826,January 26,Mid-Atlantic Warm Up 2025,"('9', '11')",Cincinnati,James Madison
4827,January 26,Mid-Atlantic Warm Up 2025,"('14', '10')",Cincinnati,Vermont [B]
4828,January 26,Mid-Atlantic Warm Up 2025,"('12', '10')",Cincinnati,Richmond
4829,January 25,Mid-Atlantic Warm Up 2025,"('13', '3')",Dartmouth,Johns Hopkins
4830,January 25,Mid-Atlantic Warm Up 2025,"('13', '4')",Dartmouth,George Mason
4831,January 25,Mid-Atlantic Warm Up 2025,"('10', '11')",Dartmouth,Cincinnati
4832,January 26,Mid-Atlantic Warm Up 2025,"('15', '4')",Dartmouth,RIT
4833,January 26,Mid-Atlantic Warm Up 2025,"('13', '14')",Dartmouth,Carnegie Mellon
4834,January 26,Mid-Atlantic Warm Up 2025,"('10', '11')",Dartmouth,Richmond
4835,January 26,Mid-Atlantic Warm Up 2025,"('13', '10')",Dartmouth,Vermont [B]
4836,January 25,Mid-Atlantic Warm Up 2025,"('11', '12')",George Mason,Cincinnati
4837,January 25,Mid-Atlantic Warm Up 2025,"('4', '13')",George Mason,Dartmouth
4838,January 25,Mid-Atlantic Warm Up 2025,"('9', '8')",George Mason,Johns Hopkins
4839,January 26,Mid-Atlantic Warm Up 2025,"('10', '11')",George Mason,Richmond
4840,January 26,Mid-Atlantic Warm Up 2025,"('8', '14')",George Mason,Yale
4841,January 26,Mid-Atlantic Warm Up 2025,"('13', '7')",George Mason,Christopher Newport
4842,January 25,Mid-Atlantic Warm Up 2025,"('3', '13')",Johns Hopkins,Dartmouth
4843,January 25,Mid-Atlantic Warm Up 2025,"('2', '13')",Johns Hopkins,Cincinnati
4844,January 25,Mid-Atlantic Warm Up 2025,"('8', '9')",Johns Hopkins,George Mason
4845,January 26,Mid-Atlantic Warm Up 2025,"('4', '15')",Johns Hopkins,Boston University
4846,January 26,Mid-Atlantic Warm Up 2025,"('11', '4')",Johns Hopkins,Pennsylvania
4847,January 26,Mid-Atlantic Warm Up 2025,"('10', '8')",Johns Hopkins,American
4848,January 25,Pac Con 2025,"('15', '9')",Oregon,Western Washington
4849,January 25,Pac Con 2025,"('15', '4')",Oregon,Simon Fraser
4850,January 25,Pac Con 2025,"('15', '14')",Oregon,Oregon State
4851,January 26,Pac Con 2025,"('15', '1')",Oregon,Portland State
4852,January 26,Pac Con 2025,"('15', '1')",Oregon,Cal Poly-Humboldt
4853,January 26,Pac Con 2025,"('15', '10')",Oregon,Oregon State
4854,January 25,Pac Con 2025,"('15', '2')",Oregon State,Simon Fraser
4855,January 25,Pac Con 2025,"('15', '12')",Oregon State,Western Washington
4856,January 25,Pac Con 2025,"('14', '15')",Oregon State,Oregon
4857,January 26,Pac Con 2025,"('15', '4')",Oregon State,Oregon [B]
4858,January 26,Pac Con 2025,"('15', '12')",Oregon State,Western Washington
4859,January 26,Pac Con 2025,"('10', '15')",Oregon State,Oregon
4860,January 25,Pac Con 2025,"('9', '15')",Western Washington,Oregon
4861,January 25,Pac Con 2025,"('12', '15')",Western Washington,Oregon State
4862,January 25,Pac Con 2025,"('14', '13')",Western Washington,Simon Fraser
4863,January 26,Pac Con 2025,"('15', '6')",Western Washington,Oregon State [B]
4864,January 26,Pac Con 2025,"('12', '15')",Western Washington,Oregon State
4865,January 26,Pac Con 2025,"('15', '1')",Western Washington,Cal Poly-Humboldt
4866,January 25,Pac Con 2025,"('2', '15')",Simon Fraser,Oregon State
4867,January 25,Pac Con 2025,"('4', '15')",Simon Fraser,Oregon
4868,January 25,Pac Con 2025,"('13', '14')",Simon Fraser,Western Washington
4869,January 26,Pac Con 2025,"('10', '15')",Simon Fraser,Cal Poly-Humboldt
4870,January 26,Pac Con 2025,"('15', '4')",Simon Fraser,Portland State
4871,January 26,Pac Con 2025,"('14', '9')",Simon Fraser,Oregon [B]
4872,January 25,Pac Con 2025,"('12', '11')",Cal Poly-Humboldt,Oregon [B]
4873,January 25,Pac Con 2025,"('11', '10')",Cal Poly-Humboldt,Oregon State [B]
4874,January 25,Pac Con 2025,"('15', '7')",Cal Poly-Humboldt,Portland State
4875,January 26,Pac Con 2025,"('15', '10')",Cal Poly-Humboldt,Simon Fraser
4876,January 26,Pac Con 2025,"('1', '15')",Cal Poly-Humboldt,Oregon
4877,January 26,Pac Con 2025,"('1', '15')",Cal Poly-Humboldt,Western Washington
4878,January 25,Pac Con 2025,"('15', '2')",Oregon State [B],Portland State
4879,January 25,Pac Con 2025,"('10', '11')",Oregon State [B],Cal Poly-Humboldt
4880,January 25,Pac Con 2025,"('13', '12')",Oregon State [B],Oregon [B]
4881,January 26,Pac Con 2025,"('15', '4')",Oregon State [B],Portland State
4882,January 26,Pac Con 2025,"('6', '15')",Oregon State [B],Western Washington
4883,January 26,Pac Con 2025,"('10', '11')",Oregon State [B],Oregon [B]
4884,January 25,Pac Con 2025,"('11', '12')",Oregon [B],Cal Poly-Humboldt
4885,January 25,Pac Con 2025,"('15', '2')",Oregon [B],Portland State
4886,January 25,Pac Con 2025,"('12', '13')",Oregon [B],Oregon State [B]
4887,January 26,Pac Con 2025,"('4', '15')",Oregon [B],Oregon State
4888,January 26,Pac Con 2025,"('11', '10')",Oregon [B],Oregon State [B]
4889,January 26,Pac Con 2025,"('9', '14')",Oregon [B],Simon Fraser
4890,January 25,Pac Con 2025,"('2', '15')",Portland State,Oregon State [B]
4891,January 25,Pac Con 2025,"('2', '15')",Portland State,Oregon [B]
4892,January 25,Pac Con 2025,"('7', '15')",Portland State,Cal Poly-Humboldt
4893,January 26,Pac Con 2025,"('4', '15')",Portland State,Oregon State [B]
4894,January 26,Pac Con 2025,"('1', '15')",Portland State,Oregon
4895,January 26,Pac Con 2025,"('4', '15')",Portland State,Simon Fraser
4896,February 22,Monument Melee 2025,"('12', '7')",George Mason,Maryland-Baltimore County
4897,February 22,Monument Melee 2025,"('9', '6')",George Mason,Virginia Commonwealth
